43511058563884290947208979|2015-01-01
81735409242877201865815022|2015-01-02
29735314826205782568096443|2015-01-04
06394974831383235319157076|2015-01-06
63087352794427518017665772|2015-01-06
37275640214254344421551228|2015-01-06
79422407772905138753082458|2015-01-06
11320893009677297943523593|2015-01-08
83518812532027248967484259|2015-01-08
76593613206511227701589007|2015-01-11
75022048080535629436408408|2015-01-11
83810782382352389560822691|2015-01-12
66159113927677298696318908|2015-01-13
34740717882696390145560867|2015-01-14
39700663992818972156418702|2015-01-16
02062089662933368814129394|2015-01-16
00142108095164844836052163|2015-01-17
74241514304454527100843271|2015-01-17
62474068343473155319339098|2015-01-20
12978284047751571625368584|2015-01-21
19987409924571133955004118|2015-01-23
61078633042982738539595508|2015-01-24
91895042579523415121570213|2015-01-25
00197104800054199371856285|2015-01-25
67675831815385807209522692|2015-01-26
38705866625719288679090766|2015-01-27
38159940599675645163842763|2015-01-27
92063268434354152363105918|2015-01-28
23484687865379403304378683|2015-01-29
06372544371362122355391879|2015-01-29
20508720010217892596067462|2015-01-31
54704798078539616934071820|2015-02-01
76028929366146984522691708|2015-02-02
99984407075277548403584001|2015-02-05
77120097871964841801658320|2015-02-05
78065582757045300704561690|2015-02-06
20280513583222702093591997|2015-02-07
75628800436509653383863982|2015-02-08
35166338088758348027528004|2015-02-08
04142524647415213047894707|2015-02-08
48585187255550727609162393|2015-02-11
30488102451545995035065000|2015-02-12
91456686365467214404143753|2015-02-15
34187725601467173171803005|2015-02-17
06462179290836722689623882|2015-02-18
68528849494096144673275331|2015-02-19
16620295672325325581005465|2015-02-19
10118159899283325962294920|2015-02-22
32343497614860627819843152|2015-02-23
81219170876214649445380838|2015-02-24
97550706716165976362100358|2015-02-24
49788809528030066721349581|2015-02-24
71523818678055212612211984|2015-02-25
99605391118908021335452287|2015-02-28
63842282952961586475448354|2015-03-01
43355507118620856255139238|2015-03-02
07376938784732926015719314|2015-03-02
07471444726725716240240549|2015-03-03
73402280023680072124700007|2015-03-04
49981164730381784261181995|2015-03-04
65801691249093455295194170|2015-03-05
24774933513694351374612741|2015-03-05
22411565672014299903855416|2015-03-07
95528521315420256334729431|2015-03-09
13513775704683308721155102|2015-03-10
56970628345756125466918839|2015-03-10
70365054167056341901966830|2015-03-10
55142686788308834591594679|2015-03-11
06014924476351472135261430|2015-03-11
28287154372998453532196565|2015-03-12
41827928580675970842399463|2015-03-14
88471415613912204349449793|2015-03-15
66459502911546943147175780|2015-03-15
46878193783150734331990543|2015-03-16
16396652049839846699421580|2015-03-16
08375239601472389217693464|2015-03-17
43450461462551030756175787|2015-03-17
51032825417853845684325017|2015-03-17
69853917988329126111474232|2015-03-17
39279355770149203193553076|2015-03-17
59831627155790074185623129|2015-03-20
81641446641666363169207411|2015-03-20
43532789446967435113051517|2015-03-21
67462344942581217773180295|2015-03-24
31863693455145190812493245|2015-03-25
33337542870837178868388076|2015-03-25
90474341264244823814734544|2015-03-27
70360849968979257817449708|2015-03-27
66960726530685297119583940|2015-03-28
08058538974495853825153951|2015-03-29
59175996089437110922530099|2015-03-29
70109712492059585578580801|2015-03-29
61667300784391229047432876|2015-03-30
04963584394545292320478988|2015-03-31
69730892074807135521277226|2015-03-31
67914081620023570309890072|2015-03-31
91465372144591369606862370|2015-04-01
07693938921867058688232957|2015-04-03
05068858510623730438578145|2015-04-05
40178139590275850284070504|2015-04-06
12566488020918107497326546|2015-04-06
73717448790189031578287478|2015-04-08
34249720886726992944198153|2015-04-09
57351542288232417825785492|2015-04-10
83732274856863809900832482|2015-04-11
96040638104619768622602928|2015-04-11
74552470580958859570529891|2015-04-11
96386734021002118777663837|2015-04-12
31098302074604633216933421|2015-04-13
72201266070778093125793537|2015-04-14
66199623094786917758833338|2015-04-14
38864768860510663537441604|2015-04-14
62816718758991383142755959|2015-04-15
46765563148292447603653652|2015-04-15
93308283373641162345118755|2015-04-15
72062025927353704724127163|2015-04-16
18986981921624016549698198|2015-04-17
68953534572951891296934112|2015-04-17
31826852036103658622617942|2015-04-17
26683479199300327065915548|2015-04-17
94351782533367678872244984|2015-04-18
70589573794142029942128296|2015-04-20
96189137677476321018989819|2015-04-20
04571408957393008626988005|2015-04-20
54441507333810570598118441|2015-04-20
86625446435792924700573769|2015-04-22
55976090284299418099746684|2015-04-23
69208968198465183891300949|2015-04-24
86713579401980697870932179|2015-04-25
91842198380378068571317378|2015-04-25
62253802168107501106672664|2015-04-28
28026709459520203887789518|2015-04-29
54872672611706716820523555|2015-04-29
28644419436223601920537854|2015-04-30
43819715463328089667291826|2015-05-02
81568123031396424256098990|2015-05-02
05572598797029752400019365|2015-05-03
94296863966446559023144680|2015-05-03
20157186298316176506433312|2015-05-03
45456677072399903372385784|2015-05-03
78385773432557959131656826|2015-05-03
36391773348002220114893214|2015-05-04
74497248344100528631117934|2015-05-04
64184572123479948282792432|2015-05-04
74709809821910900734014718|2015-05-04
60299796602834121718024091|2015-05-08
98156295589203794728077956|2015-05-08
83512746066730302495441548|2015-05-09
57476061921258564049752085|2015-05-10
44197528984279421828680571|2015-05-12
63491076301686477004286027|2015-05-12
70920617311806697882782352|2015-05-13
17439598105749256389175637|2015-05-13
76237686956306866843534152|2015-05-13
46497076986257045781900877|2015-05-14
65870473375354449567171659|2015-05-16
45594416138388895267906071|2015-05-16
90950006037318992486934050|2015-05-16
56829422684239969899785698|2015-05-17
57005041077522354367663486|2015-05-18
26183951563824627252746468|2015-05-18
20945420363019656393012363|2015-05-20
00731201375023214319731572|2015-05-22
59519788442009779726602296|2015-05-23
36330795993012543077041987|2015-05-23
98590049590033158925655127|2015-05-24
35719965213028956102915656|2015-05-24
12386390855554969853458552|2015-05-25
73848485012241010298351921|2015-05-25
35726153754234877291151594|2015-05-27
57085048265916353808975539|2015-05-27
67021981476604671204707813|2015-05-27
72270476889774577414520813|2015-05-28
56087659218150341896241146|2015-05-29
33029610839865723141043044|2015-05-31
59039681777996369715422005|2015-06-02
42721184994377390182500453|2015-06-02
64841343926588684159887367|2015-06-03
32972720117136717009175176|2015-06-03
22339672023001531550878689|2015-06-04
81165001533895161186763481|2015-06-06
16030766363045054334074652|2015-06-07
41222157361175826602712332|2015-06-07
95613084209777100962370354|2015-06-07
85192269862119215497753755|2015-06-08
83882515384995052289372889|2015-06-08
75003458276386699441860639|2015-06-08
84993400377238649658096757|2015-06-09
46352436863210630104859200|2015-06-10
14795552087405370272728427|2015-06-13
91737921826193316239196933|2015-06-15
20012496798459584105594598|2015-06-16
63387261092959603964152411|2015-06-16
27638320887737604637809981|2015-06-16
21513993200535436631525303|2015-06-17
04969013058035712811444419|2015-06-17
52611286652555796804119729|2015-06-18
33532622429056514241883330|2015-06-19
23933253791324178936840726|2015-06-21
88263515787509838770693850|2015-06-25
77688436583052964317166249|2015-06-26
39019649488222446766895663|2015-06-26
28398926877951595532433521|2015-06-28
75049089711427352021135911|2015-06-29
70370590237583483562936075|2015-06-29
93702023259893810420186165|2015-06-30
37675871769926457110480327|2015-07-01
35948137629476801303194784|2015-07-02
91546488167442531867733201|2015-07-02
08591544055335304265427919|2015-07-03
07785362812029702109103620|2015-07-04
82088855735460607598216851|2015-07-05
00948574342626450871390436|2015-07-05
78328860200066908126926835|2015-07-05
89576577423918988691717660|2015-07-05
90395206878790278421229620|2015-07-05
84627086964919377976203160|2015-07-06
18630393809112361423197130|2015-07-06
74135636971425332577443300|2015-07-06
83670026929804935725927417|2015-07-06
68872109251143772939749508|2015-07-07
16376115202661199958721664|2015-07-07
32092205107396641946236224|2015-07-08
09348852543008175554259984|2015-07-08
60366173291309006097406156|2015-07-08
31956248163339224397850921|2015-07-09
27704829878645284848814763|2015-07-09
59466867055185271888503546|2015-07-10
02479791898801952022707940|2015-07-10
02159008628778648665213472|2015-07-12
81086556293764514103671353|2015-07-12
26141167440547962849200807|2015-07-14
94403634995738444714687546|2015-07-15
97442866806635808929458470|2015-07-15
77827930909203789800774980|2015-07-16
53021548563424427151649956|2015-07-16
09520555097701726203382395|2015-07-18
48164532260594125940202345|2015-07-18
97248807180509336950020595|2015-07-19
31486875537602044561794549|2015-07-21
30737835028911411777817487|2015-07-23
93999225979856542013928072|2015-07-23
12275521700669831063621420|2015-07-24
44734498748029334802057823|2015-07-25
30931837536988068481987584|2015-07-25
49106110252334485676537009|2015-07-26
93372459799569880989890082|2015-07-26
41805268456211918275326327|2015-07-27
55110015027668610946322810|2015-07-27
